 1992   1.890000       3.780000       6.410000       8.020000       14.01000       15.18000       17.54000       17.73000       13.52000       7.090000       7.160000       3.510000    
 1993   4.770000       1.550000       5.290000       10.61000       13.81000       15.42000       15.97000       14.65000       12.99000       8.730000       2.230000       4.420000    
 1994   4.170000       2.430000       6.880000       8.040000       11.78000       15.07000       20.49000       16.92000       13.03000       9.510000       9.929999       4.810000    
 1995   3.230000       6.099999       4.890000       8.230000       12.27000       13.95000       19.75000       18.92000       13.17000       13.14000       6.170000      0.5300000    
 1996   2.160000      0.6400001       3.240000       8.760000       9.950001       15.24000       15.95000       16.50000       11.46000       10.22000       4.870000      0.3900001    
 1997 -0.8799999       5.670000       7.980000       7.290000       12.17000       15.07000       16.30000       20.03000       13.84000       9.130000       6.740000       4.320000    
 1998   3.740000       4.750000       6.560000       8.500000       14.10000       15.64000       15.43000       16.21000       14.67000       8.860000       2.690000       3.800000    
 1999   4.900000       2.320000       6.969999       9.690000       14.42000       14.94000       18.93000       17.67000       17.42000       10.37000       5.110000       3.760000    
 2000   2.300000       4.309999       5.660000       9.340000       13.98000       15.63000       14.51000       17.23000       14.93000       10.37000       6.740000       4.950000    
 2001   2.500000       3.300000       5.790000       7.130000       13.76000       13.98000       17.60000       18.05000       11.58000       13.62000       4.430000       1.070000    
 2002   2.990000       5.640000       7.420000       8.429999       12.36000       16.01000       16.50000       17.42000       13.08000       9.389999       7.590000       3.720000    
 2003  0.6799999       1.230000       7.780000       8.750000       12.60000       17.83000       18.13000       19.47000       13.92000       6.880000       7.210000       3.210000    
 2004   2.350000       4.220000       5.560000       9.929999       11.71000       15.64000       17.13000       18.87000       15.58000       11.42000       5.710000       2.110000    
 2005   3.710000       1.610000       6.180000       9.410000       12.38000       17.10000       18.23000       16.25000       15.89000       13.83000       5.650000       2.610000    
 2006   1.170000       1.970000       4.050000       8.780000       13.65000       16.57000       22.33000       16.17000       18.03000       13.83000       8.530000       4.800000    
 2007   6.560000       6.440000       7.310000       13.33000       14.36000       17.29000       17.08000       16.58000       13.83000       10.04000       5.780000       3.640000    
 2008   5.420000       5.940000       6.090000       8.900000       15.69000       15.98000       17.65000       17.49000       13.54000       10.13000       6.429999       2.260000    
 2009  0.3999996E-01   3.140000       6.490000       12.02000       13.81000       16.03000       18.66000       19.03000       15.63000       10.96000       9.220000       2.360000    
 2010 -0.4899998       2.280000       6.450000       9.750000       10.98000       16.79000       20.29000       17.02000       13.89000       10.57000       5.780000      -1.330000    
 2011   3.570000       5.030000       7.490000       13.60000       14.41000       16.83000       15.88000       17.48000       16.43000       12.02000       8.650000       5.650001    
 2012   4.810000      0.1799998       8.750000       8.280000       14.34000       15.43000       17.37000       19.10000       14.23000       11.15000       6.760000       4.660000    
 2013   1.770000       1.080000       3.020000       8.650000       11.09000       15.49000       19.95000       18.22000       14.73000       12.75000       5.920000       5.410000    
 2014   5.530000       6.099999       8.750000       11.82000       13.02000       16.14000       18.98000       16.18000       16.07000       13.39000       8.760000       3.850000    
 2015   3.040000       3.030000       6.400000       9.840000       12.61000       16.17000       18.99000       19.27000       13.38000       10.26000       9.570000       8.929999    
 2016   4.410000       4.640000       5.120000       8.530000       13.73000       16.37000       18.39000       18.08000       17.46000       9.900000       5.950000       3.900000    
 2017  0.4500000       5.890000       9.160000       8.290000       15.13000       18.53000       18.59000       17.87000       13.79000       13.00000       6.340000       4.010000    
 2018   5.570000      0.6299999       5.340000       12.78000       15.81000       17.64000       21.83000       19.21000       15.39000      -999.9000      -999.9000      -999.9000    
